http://purl.obolibrary.org/obo/DOID_0060313	VP:3.0,P:3.0,NEUT:15.0,N:53.0,VN:26.0
http://purl.obolibrary.org/obo/DOID_2841	VP:2.0,P:5.0,NEUT:21.0,N:58.0,VN:14.0
http://purl.obolibrary.org/obo/DOID_8534	VP:1.0,P:1.0,NEUT:10.0,N:57.0,VN:31.0
http://purl.obolibrary.org/obo/DOID_0050486	VP:0.0,P:0.0,NEUT:2.0,N:17.0,VN:81.0
http://purl.obolibrary.org/obo/DOID_1673	VP:1.0,P:7.0,NEUT:30.0,N:54.0,VN:7.0
http://purl.obolibrary.org/obo/DOID_11338	VP:17.0,P:45.0,NEUT:21.0,N:12.0,VN:5.0
http://purl.obolibrary.org/obo/DOID_10763	VP:1.0,P:4.0,NEUT:45.0,N:44.0,VN:5.0
http://purl.obolibrary.org/obo/DOID_4450	VP:1.0,P:1.0,NEUT:8.0,N:60.0,VN:29.0
http://purl.obolibrary.org/obo/DOID_2355	VP:1.0,P:4.0,NEUT:34.0,N:53.0,VN:8.0
http://purl.obolibrary.org/obo/DOID_6000	VP:0.0,P:0.0,NEUT:1.0,N:10.0,VN:89.0
http://purl.obolibrary.org/obo/DOID_12930	VP:1.0,P:2.0,NEUT:29.0,N:55.0,VN:14.0
http://purl.obolibrary.org/obo/DOID_11396	VP:1.0,P:3.0,NEUT:19.0,N:61.0,VN:16.0
http://purl.obolibrary.org/obo/DOID_2030	VP:0.0,P:1.0,NEUT:15.0,N:69.0,VN:15.0
http://purl.obolibrary.org/obo/DOID_13148	VP:1.0,P:4.0,NEUT:32.0,N:55.0,VN:8.0
http://purl.obolibrary.org/obo/DOID_3083	VP:1.0,P:3.0,NEUT:20.0,N:61.0,VN:15.0
http://purl.obolibrary.org/obo/DOID_11502	VP:1.0,P:2.0,NEUT:19.0,N:67.0,VN:11.0
http://purl.obolibrary.org/obo/DOID_552	VP:1.0,P:2.0,NEUT:18.0,N:61.0,VN:18.0
http://purl.obolibrary.org/obo/DOID_1875	VP:1.0,P:1.0,NEUT:14.0,N:52.0,VN:31.0
http://purl.obolibrary.org/obo/DOID_10283	VP:17.0,P:28.0,NEUT:13.0,N:29.0,VN:12.0
http://purl.obolibrary.org/obo/DOID_11054	VP:8.0,P:24.0,NEUT:27.0,N:33.0,VN:8.0
http://purl.obolibrary.org/obo/DOID_5844	VP:0.0,P:0.0,NEUT:1.0,N:10.0,VN:89.0
http://purl.obolibrary.org/obo/DOID_1882	VP:1.0,P:1.0,NEUT:10.0,N:70.0,VN:18.0
http://purl.obolibrary.org/obo/DOID_1712	VP:2.0,P:4.0,NEUT:31.0,N:54.0,VN:10.0
